BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","DArcy2020","D'Arcy, Monica E.; Castenson, David; Lynch, Charles F.; Kahn, Amy R.; Morton, Lindsay M.; Shiels, Meredith S.; Pfeiffer, Ruth M.; Engels, Eric A.","Risk of Rare Cancers Among Solid Organ Transplant Recipients","{JNCI}: Journal of the National Cancer Institute",,,"may","",2020,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","",""
7,"","Bisogno2012","Bisogno, G.; Ferrari, A.; Bien, E.; Brecht, I.; Brennan, B.; Cecchetto, G.; Godzinski, J.; Orbach, D.; Reguerre, Y.; Stachowicz-Stencel, T.; Schneider, D.","Rare Cancers in Children \textendash The EXPeRT Initiative: A Report from the European Cooperative Study Group on Pediatric Rare Tumors","Klinische Pädiatrie",224,06,"nov","416--420",2012,"","","","","","","","","Georg Thieme Verlag {KG}","","","","","","","","","","",""
7,"","Sandrucci2019","Sandrucci, Sergio; Gatta, Gemma","Rare cancers: A network for better care","European Journal of Surgical Oncology",45,1,"jan","1--2",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gallicchio2021","Gallicchio, Lisa; Daee, Danielle L.; Rotunno, Melissa; Barajas, Rolando; Fagan, Sarah; Carrick, Danielle M.; Divi, Rao L.; Filipski, Kelly K.; Freedman, Andrew N.; Gillanders, Elizabeth M.; Lam, Tram K.; Martin, Damali N.; Rogers, Scott; Verma, Mukesh; Nelson, Stefanie A.","Epidemiologic Research of Rare Cancers: Trends, Resources, and Challenges","Cancer Epidemiology, Biomarkers {\&}amp$\mathsemicolon$ Prevention",30,7,"apr","1305--1311",2021,"","","","","","","","","American Association for Cancer Research ({AACR})","","","","","","","","","","",""
7,"","iskrov_stefanov_2022","Искров, Георги; Стефанов, Румен","Към нов подход при оценка на лекарствата сираци в Германия","Редки болести и лекарства сираци",12,4,"Feb","3-4",2022,"","","https://journal.raredis.org/index.php/RBLS/article/view/148","","","","","","","","","","","","","","","","",""
7,"","iskrov_reglament_2020","Искров, Георги; Стефанов, Румен","Регламент (ЕО) № 141/2000 за лекарствата сираци – 20 години по-късно","Редки болести и лекарства сираци",11,3,"Oct.","3-4",2020,"","","https://journal.raredis.org/index.php/RBLS/article/view/119","","","","","","","","","","","","","","","","iskrov_reglament_2020 - Регламент (ЕО) № 141_2000 За Лекарствата Сираци – 20 Години По Късно.pdf",""
7,"","Heus2021","Heus, Eline; Zwan, Jan Maarten; Husson, Olga; Frissen, Anne‐Roos; Herpen, Carla M. L.; Merkx, Matthias A. W.; Duijts, Saskia F. A.","Unmet supportive care needs of patients with rare cancer: A systematic review","European Journal of Cancer Care",30,6,"aug","",2021,"","","https://onlinelibrary.wiley.com/doi/10.1111/ecc.13502","","","","","","Wiley","","","","","","","","","","",""
7,"","Limon2014","Limon, Janusz; Miettinen, Markku; Lasota, Jerzy","Rare cancers","The International Journal of Biochemistry {\&}amp$\mathsemicolon$ Cell Biology",53,,"aug","461",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Marques2021","Marques, Carina; Roberts, Charlotte; Matos, Vitor M. J.; Buikstra, Jane E.","Cancers as rare diseases: Terminological, theoretical, and methodological biases","International Journal of Paleopathology",32,,"mar","111--122",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Kasper2020","Kasper, Bernd","The challenge of drug approval in rare cancers","Cancer",127,6,"nov","837--839",2020,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","DeSantis2017","DeSantis, Carol E.; Kramer, Joan L.; Jemal, Ahmedin","The burden of rare cancers in the United States: The Burden of Rare Cancers in the United States","{CA}: A Cancer Journal for Clinicians",67,4,"may","261--272",2017,"","","http://doi.wiley.com/10.3322/caac.21400","","","","","","Wiley","","","","","","","","","","",""
7,"","Finkelstein2019","Finkelstein, Dianne M.; Horick, Nora K.; Ramchandani, Ritesh; Boyd, Kristina L.; Rana, Huma Q.; Bychkovsky, Brittany L.","Are rare cancer survivors at elevated risk of subsequent new cancers?","{BMC} Cancer",19,1,"feb","",2019,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","MathoulinPelissier2019","Mathoulin-Pélissier, S.; Pritchard-Jones, K.","Evidence-based data and rare cancers: The need for a new methodological approach in research and investigation","European Journal of Surgical Oncology",45,1,"jan","22--30",2019,"","","https://linkinghub.elsevier.com/retrieve/pii/S0748798318306784","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Fair2020","Fair, Douglas; Potter, Samara L.; Venkatramani, Rajkumar","Challenges and solutions to the study of rare childhood tumors","Current Opinion in Pediatrics",32,1,"feb","7--12",2020,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","Fair2020 - Challenges and Solutions to the Study of Rare Childhood Tumors.pdf",""
7,"","Pappo2015","Pappo, Alberto S.; Furman, Wayne L.; Schultz, Kris A.; Ferrari, Andrea; Helman, Lee; Krailo, Mark D.","Rare Tumors in Children: Progress Through Collaboration","Journal of Clinical Oncology",33,27,"sep","3047--3054",2015,"","","https://ascopubs.org/doi/10.1200/JCO.2014.59.3632","","","","","","American Society of Clinical Oncology ({ASCO})","","","","","","","Rare pediatric tumors account for approximately 10\% of all childhood cancers, which in themselves are a rare entity. The diverse histologies and clinical behaviors of rare pediatric tumors pose challenges to the investigation of their biologic and clinical features. National and international cooperative groups such as the Rare Tumor Committee of the Children's Oncology Group, Rare Tumors in Pediatric Age Project, and European Cooperative Study Group for Pediatric Rare Tumors have developed several initiatives to advance knowledge about rare pediatric cancers. However, these programs have been only partially effective, necessitating the development of alternative mechanisms to study these challenging diseases. In this article, we review the current national and international collaborative strategies to study rare pediatric cancers and alternative methods under exploration to enhance those efforts, such as independent registries and disease-specific, National Cancer Institute–sponsored clinics.","","","",""
7,"","Heus2022","de Heus, Eline; Duijts, Saskia F. A.; van der Zwan, Jan Maarten; Kapiteijn, Ellen; Nieveen van Dijkum, Els J. M.; van Herpen, Carla M. L.; Merkx, Matthias A. W.","The gap between rare and common cancers still exists: Results from a population-based study in the Netherlands","European Journal of Cancer",167,,"may","103--111",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804922001319","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","James2015","James, Benjamin C.; Aschebrook-Kilfoy, Briseis; Cipriani, Nicole; Kaplan, Edwin L.; Angelos, Peter; Grogan, Raymon H.","The Incidence and Survival of Rare Cancers of the Thyroid, Parathyroid, Adrenal, and Pancreas","Annals of Surgical Oncology",23,2,"oct","424--433",2015,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Pillai2017","Pillai, RaveendranK; Jayasree, K.","Rare cancers: Challenges and issues","Indian Journal of Medical Research",145,1,"","17",2017,"","","","","","","","","Medknow","","","","","","","","","","",""
5,"","Kanitakis2009","Kanitakis, Jean","Rare Skin Cancers","",,,"","323--328",2009,"","","","Skin Cancer after Organ Transplantation","","","","","Springer {US}","","","","","","","","","","",""
7,"","Acharya2005","Acharya, Sheetal; Hensley, Martee L.; Montag, Anthony C.; Fleming, Gini F.","Rare uterine cancers","The Lancet Oncology",6,12,"dec","961--971",2005,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gatta2006","Gatta, Gemma; Ciccolallo, Laura; Kunkler, Ian; Capocaccia, Riccardo; Berrino, Franco; Coleman, Michel P.; Angelis, Roberta De; Faivre, Jean; Lutz, Jean Michel; Martinez, Carmen; Möller, Torgil; Sankila, Risto","Survival from rare cancer in adults: a population-based study","The Lancet Oncology",7,2,"feb","132--140",2006,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Visser2012","Visser, O.; Adolfsson, J.; Rossi, S.; Verne, J.; Gatta, G.; Maffezzini, M.; Franks, K. N.","Incidence and survival of rare urogenital cancers in Europe","European Journal of Cancer",48,4,"mar","456--464",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Stiller2013","Stiller, C. A.; Trama, A.; Serraino, D.; Rossi, S.; Navarro, C.; Chirlaque, M. D.; Casali, P. G.","Descriptive epidemiology of sarcomas in Europe: Report from the RARECARE project","European Journal of Cancer",49,3,"feb","684--695",2013,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Minicozzi2017","Minicozzi, Pamela; Innos, Kaire; S{\'{a}}nchez, Maria-Jos{\'{e}}; Trama, Annalisa; Walsh, Paul M.; Marcos-Gragera, Rafael; Dimitrova, Nadya; Botta, Laura; Visser, Otto; Rossi, Silvia; Tavilla, Andrea; Sant, Milena; Hackl, M.; Zielonke, N.; Eycken, E. Van; Henau, K.; Valerianova, Z.; Dimitrova, N.; Sekerija, M.; Du{\v{s}}ek, L.; Zvolsk{\'{y}}, M.; Mägi, M.; Aareleid, T.; Malila, N.; Seppä, K.; Bouvier, A. M.; Faivre, J.; Bossard, N.; Uhry, Z.; Colonna, M.; Stabenow, R.; Luttmann, S.; Eberle, A.; Brenner, H.; Nennecke, A.; Engel, J.; Schubert-Fritschle, G.; Heidrich, J.; Holleczek, B.; Katalinic, A.; Clough-Gorr, K.; Mazzoleni, G.; Bulatko, A.; Buzzoni, C.; Giacomin, A.; Ferretti, S.; Barchielli, A.; Caldarella, A.; Gatta, G.; Sant, M.; Amash, H.; Amati, C.; Baili, P.; Berrino, F.; Bonfarnuzzo, S.; Botta, L.; Capocaccia, R.; Salvo, F. Di; Foschi, R.; Margutti, C.; Meneghini, E.; Minicozzi, P.; Trama, A.; Serraino, D.; Maso, L. Dal; Angelis, R. De; Caldora, M.; Carrani, E.; Francisci, S.; Knijn, A.; Mallone, S.; Pierannunzio, D.; Roazzi, P.; Rossi, S.; Santaquilani, M.; Tavilla, A.; Pannozzo, F.; Natali, M.; Filiberti, R. A.; Marani, E.; Autelitano, M.; Spagnoli, G.; Cirilli, C.; Fusco, M.; Vitale, M. F.; Traina, A.; Staiti, R.; Vitale, F.; Cusimano, R.; Michiara, M.; Tumino, R.; Falcini, F.; Caiazzo, A. L.; Maspero, S.; Fanetti, A. C.; Zanetti, R.; Rosso, S.; Rugge, M.; Tognazzo, S.; Pildava, S.; Smailyte, G.; Johannesen, T. B.; Rachtan, J.; G{\'{o}}{\'{z}}d{\'{z}}, S.; M{\k{e}}{\.{z}}yk, R.; B{\l}aszczyk, J.; K{\k{e}}pska, K.; Bielska-Lasota, M.; de Lacerda, G. Forjaz; Bento, M. J.; Antunes, L.; Miranda, A.; da-Silva, A. Mayer; Diba, C. Safaei; Primic-Zakelj, M.; Almar, E.; Mateos, A.; de Munain, A. Lopez; Larra{\~{n}}aga, N.; Torrella-Ramos, A.; Garc{\'{\i}}a, J. M. D{\'{\i}}az; Jimenez-Chillaron, R.; Marcos-Gragera, R.; Vilardell, L.; Moreno-Iribas, C.; Ardanaz, E.; Lambe, M.; Mousavi, M.; Bouchardy, C.; Usel, M.; Ess, S. M.; Frick, H.; Lorez, M.; Ess, S. M.; Herrmann, C.; Bordoni, A.; Spitale, A.; Konzelmann, I.; Visser, O.; Damhuis, R.; Otter, R.; Coleman, M.; Allemani, C.; Rachet, B.; Rashbass, J.; Broggio, J.; Verne, J.; Gavin, A.; Fitzpatrick, D.; Huws, D. W.; White, C.","Quality analysis of population-based information on cancer stage at diagnosis across Europe, with presentation of stage-specific cancer survival estimates: A~EUROCARE-5 study","European Journal of Cancer",84,,"oct","335--353",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","berrino2009comparative","Berrino, Franco; Verdecchia, Arduino; Lutz, Jean Michel; Lombardo, Claudio; Micheli, Andrea; Capocaccia, Riccardo","Comparative cancer survival information in Europe","European Journal of Cancer",45,6,"","901--908",2009,"","","https://www.nicer.org/assets/files/p_Comparative_cancer_survival_information_in_Europe.pdf","","","","","","Elsevier","","","","","","","","","","",""
7,"","capocaccia2002measuring","Capocaccia, R.; Colonna, M.; Corazziari, I.; Angelis, R.; Francisci, S.; Micheli, A.; Mugno, E.; Group, E. U. R. O. P. R. E. V. A. L. Working","Measuring cancer prevalence in Europe: the EUROPREVAL project","Ann Oncol",,,"June","",2002,"","PMID: 12123329.","","","","","","","","","","","","","","","","","",""
7,"","de2009eurocare","De Angelis, Roberta; Francisci, Silvia; Baili, Paolo; Marchesi, Francesca; Roazzi, Paolo; Belot, Aur{\'e}lien; Crocetti, Emanuele; Pury, Pierre; Knijn, Arnold; Coleman, Michel; others","The EUROCARE-4 database on cancer survival in Europe: data standardisation, quality control and methods of statistical analysis","European Journal of Cancer",45,6,"apr","909--930",2009,"","","","","","","","","Elsevier","","","","","","","","","","",""
7,"","Casali2022","Casali, Paolo G.; Provenzano, Salvatore; Trama, Annalisa","Il problema dei tumori rari","Recenti Progressi in Medicina",,,"","",2022,"","","","","","","","","Il Pensiero Scientifico Editore","","","","","","","","","","",""
5,"","Jacobs2016","Jacobs, Chris; Pichert, Gabriella","Genetic Testing for Rare Cancer: The Wider Issues","",,,"","213--226",2016,"","","","Recent Results in Cancer Research","","","","","Springer International Publishing","","","","","","","","","","",""
7,"","PritchardJones2006","Pritchard-Jones, K.; Kaatsch, P.; Steliarova-Foucher, E.; Stiller, C. A.; Coebergh, J. W. W.","Cancer in children and adolescents in Europe: Developments over 20 years and future challenges","European Journal of Cancer",42,13,"sep","2183--2190",2006,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Griggs2009","Griggs, Robert C.; Batshaw, Mark; Dunkle, Mary; Gopal-Srivastava, Rashmi; Kaye, Edward; Krischer, Jeffrey; Nguyen, Tan; Paulus, Kathleen; Merkel, Peter A.","Clinical research for rare disease: Opportunities, challenges, and solutions","Molecular Genetics and Metabolism",96,1,"jan","20--26",2009,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sledge2005","Sledge, George W.","What Is Targeted Therapy?","Journal of Clinical Oncology",23,8,"mar","1614--1615",2005,"","","","","","","","","American Society of Clinical Oncology ({ASCO})","","","","","","","","","","",""
7,"","Braiteh2007","Braiteh, Fadi; Kurzrock, Razelle","Uncommon tumors and exceptional therapies: paradox or paradigm?","Molecular Cancer Therapeutics",6,4,"apr","1175--1179",2007,"","","","","","","","","American Association for Cancer Research ({AACR})","","","","","","","","","","",""
7,"","Choi2010","Choi, Young Lim; Soda, Manabu; Yamashita, Yoshihiro; Ueno, Toshihide; Takashima, Junpei; Nakajima, Takahiro; Yatabe, Yasushi; Takeuchi, Kengo; Hamada, Toru; Haruta, Hidenori; Ishikawa, Yuichi; Kimura, Hideki; Mitsudomi, Tetsuya; Tanio, Yoshiro; Mano, Hiroyuki","EML4-ALK Mutations in Lung Cancer That Confer Resistance to ALK Inhibitors","New England Journal of Medicine",363,18,"oct","1734--1739",2010,"","","","","","","","","Massachusetts Medical Society","","","","","","","","","","",""
7,"","Thatcher2005","Thatcher, Nick; Chang, Alex; Parikh, Purvish; Pereira, Jos{\'{e}} Rodrigues; Ciuleanu, Tudor; von Pawel, Joachim; Thongprasert, Sumitra; Tan, Eng Huat; Pemberton, Kristine; Archer, Venice; Carroll, Kevin","Gefitinib plus best supportive care in previously treated patients with refractory advanced non-small-cell lung cancer: results from a randomised, placebo-controlled, multicentre study (Iressa Survival Evaluation in Lung Cancer)","The Lancet",366,9496,"oct","1527--1537",2005,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","balcerska2004rare","Balcerska, Anna; Godzi{\'n}ski, Jan; Bie{\'n}, Ewa; Stachowicz-Stencel, Teresa; Sulka, Wojciech; Rapa{\l}a, Ma{\l}gorzata; Izycka-Swieszewska, Ewa; Perek-Polnik, Marta; Drogosiewicz, Monika; Perek, Danuta; others","Rare tumours--are they really rare in the Polish children population?","Przeglad lekarski",61,,"","57--61",2004,"","","https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/272875/klekawka_balwierz_et-al_nowotwory_rzadkie_czy_rzeczywiscie_rzadkie_w_populacji_polskich_dzieci_2004.pdf?sequence=1&isAllowed=y","","","","","","","","","","","","","","","","",""
7,"","Bien2011","Bien, Ewa; Godzinski, Jan; Dall'Igna, Patrizia; Defachelles, Anne-Sophie; Stachowicz-Stencel, Teresa; Orbach, Daniel; Bisogno, Gianni; Cecchetto, Giovanni; Warmann, Steven; Ellerkamp, Verena; Brennan, Bernadette; Balcerska, Anna; Rapala, Malgorzata; Brecht, Ines; Schneider, Dominik; Ferrari, Andrea","Pancreatoblastoma: A report from the European cooperative study group for paediatric rare tumours (EXPeRT)","European Journal of Cancer",47,15,"oct","2347--2352",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","brennan2010pediatric","Brennan, Bernadette","Pediatric pancreatic tumors: the orphan looking for a home","Pediatric blood \& cancer",5,54,"","659--660",2010,"","","https://ar.art1lib.org/book/5391789/67ae7b","","","","","","","","","","","","","","","","",""
7,"","Ferrari2007","Ferrari, Andrea; Bisogno, Gianni; Salvo, Gian Luca De; Indolfi, Paolo; Perilongo, Giorgio; Cecchetto, Giovanni","The challenge of very rare tumours in childhood: The Italian TREP project","European Journal of Cancer",43,4,"mar","654--659",2007,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Lacour2010","Lacour, Brigitte; Guyot-Goubin, Aur{\'{e}}lie; Guissou, Sandra; Bellec, St{\'{e}}phanie; D{\'{e}}sandes, Emmanuel; Clavel, Jacqueline","Incidence of childhood cancer in France: National Children Cancer Registries, 2000\textendash2004","European Journal of Cancer Prevention",19,3,"may","173--181",2010,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","",""
7,"","Merks2011","Merks, Johannes H. M.; Brecht, Ines B.","Genetic Predisposition and Genetic Susceptibility","",,,"oct","69--94",2011,"","","","Rare Tumors In Children and Adolescents","","","","","Springer Berlin Heidelberg","","","","","","","","","","",""
7,"","Reguerre2010","R{\'{e}}guerre, Y.; Lacour, B.; Andr{\'{e}}, N.; Claude, L.; Hameury, F.; Lavrand, F.; Kalfa, N.; Peuchmaur, M.; Orbach, D.","Tumeurs rares en p\'ediatrie : particularit\'es \'epid\'emiologiques et organisation de leur prise en charge dans le cadre de la Soci\'et\'e fran\ccaise des cancers et des leuc\'emies de l\textquotesingleenfant et de l\textquotesingleadolescent (SFCE)","Bulletin du Cancer",97,9,"sep","1041--1045",2010,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Schneider2010","Schneider, D. T.; Brecht, I. B.","Care for Rare Cancers: Improved Care Requires Improved Communication","Klinische Pädiatrie",222,03,"may","124--126",2010,"","","","","","","","","Georg Thieme Verlag {KG}","","","","","","","","","","",""
7,"","Trama2012","Trama, Annalisa; Mallone, Sandra; Ferretti, Stefano; Meduri, Francesca; Capocaccia, Riccardo; Gatta, Gemma","The burden of rare cancers in Italy: the surveillance of rare cancers in Italy (RITA) project.","Tumori",98 5,,"","550-8",2012,"","","","","","","","","Il Pensiero Scientifico Editore","","","","","","","","","","",""
7,"","Castaing2016","Castaing, Marine; Bella, Francesca; Amodio, Rosalba; Bizzoco, Sabrina; Cassetti, Tiziana; Cirilli, Claudia; Cusimano, Rosanna; Angelis, Roberta De; Fusco, Mario; Gatta, Gemma; Gennaro, Valerio; Giacomin, Adriano; Rossi, Paolo Giorgi; Mangone, Lucia; Mannino, Salvatore; Rossi, Silvia; Pierannunzio, Daniela; Tavilla, Andrea; Tognazzo, Sandro; Tumino, Rosario; Vicentini, Massimo; Vitale, Maria Francesca","I tumori in Italia - Rapporto 2015: I tumori rari in Italia","Epidemiologia & Prevenzione",40,,"","1-120",2016,"","","","","","","","","Inferenze scarl","","","","","","","","","","",""
7,"","Reinke2021","Reinke, Denise K.","Meaningful engagement of the patient in rare cancer research: sarcoma as an exemplar","Current Problems in Cancer",45,4,"aug","100772",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Walker2020","Walker, E. V.; Maplethorpe, E.; Davis, F. G.","Rare cancers in Canada, 2006–2016: A population-based surveillance report and comparison of different methods for classifying rare cancers","Cancer Epidemiology",67,,"aug","101721",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S1877782120300552","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Casali2020","Casali, Paolo G.; Trama, Annalisa","Rationale of the rare cancer list: a consensus paper from the Joint Action on Rare Cancers (JARC) of the European Union (EU)","{ESMO} Open",5,2,"","e000666",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S2059702920300648","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Fiorentino2021","Fiorentino, Alba; Gregucci, Fabiana; Desideri, Isacco; Fiore, Michele; Marino, Lorenza; Errico, Angelo; Rito, Alessia Di; Borghetti, Paolo; Franco, Pierfrancesco; Greto, Daniela; Donato, Vittorio","Radiation treatment for adult rare cancers: Oldest and newest indication","Critical Reviews in Oncology/Hematology",159,,"mar","103228",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Angeli2022","Angeli, Kevin De; Gao, Shang; Danciu, Ioana; Durbin, Eric B.; Wu, Xiao-Cheng; Stroup, Antoinette; Doherty, Jennifer; Schwartz, Stephen; Wiggins, Charles; Damesyn, Mark; Coyle, Linda; Penberthy, Lynne; Tourassi, Georgia D.; Yoon, Hong-Jun","Class imbalance in out-of-distribution datasets: Improving the robustness of the TextCNN for the classification of rare cancer types","Journal of Biomedical Informatics",125,,"jan","103957",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Prades2020","Prades, Joan; Weinman, Ariane; Cam, Yann Le; Trama, Annalisa; Frezza, Anna Maria; Borras, Josep M.","Priorities on rare cancers' policy in National Cancer Control Plans (NCCPs): A review conducted within the framework of EU-JARC Joint-Action","Journal of Cancer Policy",24,,"jun","100222",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","RodriguezMartin2018","Rodriguez-Martin, Ana-Maria; Zacharopoulou, Panagiota; Hassan, A. Bassim; Tsiachristas, Apostolos","Cost-effectiveness of healthcare interventions for rare cancers: Evidence from a systematic literature review and meta-analysis","Journal of Cancer Policy",18,,"dec","1--10",2018,"","","https://linkinghub.elsevier.com/retrieve/pii/S2213538318300146","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Satake2022","Satake, Tomoyuki; Morizane, Chigusa; Rikitake, Ryoko; Iwata, Shintaro; Hirano, Hidekazu; Ogata, Dai; Shimoi, Tatsunori; Sudo, Kazuki; Yoshimoto, Seiichi; Yamazaki, Naoya; Katoh, Yoko; Higashi, Takahiro; Kawai, Akira","O12-2 The epidemiology of rare cancers from National Cancer Registry in Japan","Annals of Oncology",33,,"jul","S473--S474",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Okuma2022","Okuma, Hitomi","SY24-1 MASTER KEY Project: A platform study for rare cancers in Japan and Asia","Annals of Oncology",33,,"jul","S448",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Louveau2020","Louveau, Baptiste; Jouenne, Fan{\'{e}}lie; Kaguelidou, Florentia; Landras, Alexandra; Goldwirt, Lauriane; Mourah, Samia","The key role of oncopharmacology in therapeutic management, from common to rare cancers: A literature review","Therapies",75,2,"apr","183--193",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Koo2020","Koo, Minjoung Monica; Swann, Ruth; McPhail, Sean; Abel, Gary A.; Renzi, Cristina; Rubin, Greg P.; Lyratzopoulos, Georgios","The prevalence of chronic conditions in patients diagnosed with one of 29 common and rarer cancers: A cross-sectional study using primary care data","Cancer Epidemiology",69,,"dec","101845",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sharifnia2017","Sharifnia, Tanaz; Hong, Andrew L.; Painter, Corrie A.; Boehm, Jesse S.","Emerging Opportunities for Target Discovery in Rare Cancers","Cell Chemical Biology",24,9,"sep","1075--1091",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gonzato2017","Gonzato, Ornella","The new risk-sharing paradigm in rare cancers: Patient perspective","Journal of Cancer Policy",12,,"jun","36--42",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Chawla2022","Chawla, A.; Patel, H.; Folorunso, R.","HTA45 Care for Rare: Market Access Evidentiary Requirements for Rare Cancers","Value in Health",25,7,"jul","S512",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Schwarze2020","Schwarze, Katharina; Buchanan, James; Fermont, Jilles M.; Dreau, Helene; Tilley, Mark W.; Taylor, John M.; Antoniou, Pavlos; Knight, Samantha J. L.; Camps, Carme; Pentony, Melissa M.; Kvikstad, Erika M.; Harris, Steve; Popitsch, Niko; Pagnamenta, Alistair T.; Schuh, Anna; Taylor, Jenny C.; Wordsworth, Sarah","The complete costs of genome sequencing: a microcosting study in cancer and rare diseases from a single center in the United Kingdom","Genetics in Medicine",22,1,"jan","85--94",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Eslick2012","Eslick, Guy D.","What is a Rare Cancer?","Hematology/Oncology Clinics of North America",26,6,"dec","1137--1141",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Katoh2019","Katoh, Yoko; Kawai, Akira; Shibata, Taro; Goto, Yasushi; Suzuki, Tatsuya; Iwata, Shintaro; Yonemori, Kan; Munakata, Wataru; Satomi, Eriko; Yoshida, Akihiko; Sakurai, Takuro; Takayama, Tomoko; Higashi, Takahiro; Nishida, Tosirou","Rare Cancer Center - All Activities for Rare Cancer Patients! -","Annals of Oncology",30,,"oct","vi51",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gu2019","Gu, Hongfei","Rare Cancers China Programs starting up","Annals of Oncology",30,,"oct","vi8",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bogaerts2015","Bogaerts, Jan; Sydes, Matthew R.; Keat, Nicola; McConnell, Andrea; Benson, Al; Ho, Alan; Roth, Arnaud; Fortpied, Catherine; Eng, Cathy; Peckitt, Clare; Coens, Corneel; Pettaway, Curtis; Arnold, Dirk; Hall, Emma; Marshall, Ernie; Sclafani, Francesco; Hatcher, Helen; Earl, Helena; Ray-Coquard, Isabelle; Paul, James; Blay, Jean-Yves; Whelan, Jeremy; Panageas, Kathy; Wheatley, Keith; Harrington, Kevin; Licitra, Lisa; Billingham, Lucinda; Hensley, Martee; McCabe, Martin; Patel, Poulam M.; Carvajal, Richard; Wilson, Richard; Glynne-Jones, Rob; McWilliams, Rob; Leyvraz, Serge; Rao, Sheela; Nicholson, Steve; Filiaci, Virginia; Negrouk, Anastassia; Lacombe, Denis; Dupont, Elisabeth; Pauporté, Iris; Welch, John J.; Law, Kate; Trimble, Ted; Seymour, Matthew","Clinical trial designs for rare diseases: Studies developed and discussed by the International Rare Cancers Initiative","European Journal of Cancer",51,3,"feb","271--281",2015,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804914010636","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sandler2021","Sandler, Abby; Reilly, Karlyne; Widemann, Brigitte","Editorial: Special issue on rare cancers","Current Problems in Cancer",45,4,"aug","100774",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sandrucci2019a","Sandrucci, S.; Naredi, P.; Bonvalot, S.","Centers of excellence or excellence networks: The surgical challenge and quality issues in rare cancers","European Journal of Surgical Oncology",45,1,"jan","19--21",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
